FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
1850,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,2
1853,NA,NA,2,2,2,NA,NA,2,2,2,3,4,2,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,3,4.5,4.866666667,2,1
1855,0,2,2,4,0,2,2,1,3,2,4,4,4,4,4,5,4,3,3,1,4,4,5,5,5,5,5,3,3,4,5,4,4,2,4,4.25,3.933333333,3,3
1856,NA,3,0,4,5,NA,1,0,4,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1.75,3.25,2,3,3
1860,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,NA,NA,NA,0,3,NA,NA,NA,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,7,1
1865,NA,0,0,0,0,NA,0,0,0,0,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,2,3,4.75,4.8,3,3
1867,NA,1,1,2,1,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
1869,NA,NA,NA,1,1,NA,NA,NA,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,4,2,5,3.75,4.866666667,3,NA
1870,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,4,4,5,5,5,4,0,3,2,4,5,2,5,4,4,4,2,4,3,4,3,1,2,4.25,2.75,3.533333333,3,2
1871,NA,NA,NA,1,2,NA,NA,NA,1,2,5,5,5,5,4,4,4,4,4,4,4,3,3,4,5,5,5,3,5,4,5,5,4,1,5,4.5,4.066666667,6,6
1873,NA,NA,NA,5,2,NA,NA,NA,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,2,4,4.5,4,6,5
1875,NA,NA,NA,2,2,NA,NA,NA,3,3,2,3,1,1,2,2,2,3,4,3,2,1,2,2,2,2,2,1,4,4,2,3,2,1,1.75,2.75,2.266666667,3,6
1876,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3
1877,1,0,0,3,2,1,0,0,0,1,4,4,3,4,4,4,5,5,4,5,5,4,5,4,5,4,5,2,4,4,4,4,3,2,3.75,3.75,4.333333333,6,7
1878,1,1,2,1,1,1,0,3,2,1,5,5,4,5,4,3,5,5,5,3,5,4,4,5,4,4,3,1,3,4,5,4,4,2,4.75,4.25,3.866666667,3,NA
1879,NA,NA,NA,2,0,NA,NA,NA,2,0,4,5,5,3,5,5,5,5,4,5,5,5,4,5,4,5,5,3,4,4,5,4,5,2,4.25,4.5,4.6,6,5
1881,NA,NA,NA,0,3,NA,NA,NA,0,3,3,3,2,2,5,5,4,2,4,5,4,4,5,4,4,5,4,2,3,4,4,4,4,1,2.5,4,4,2,3
1882,NA,NA,2,5,4,NA,NA,3,4,5,4,4,3,3,4,4,3,4,2,2,5,4,2,5,5,4,5,4,3,3,3,3,3,2,3.5,3,3.733333333,3,1
1883,NA,NA,NA,0,1,NA,NA,NA,0,1,4,5,4,4,2,2,3,3,1,1,3,1,5,5,5,2,2,2,1,3,3,3,2,1,4.25,2.75,2.533333333,3,NA
1884,3,2,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1886,NA,0,1,0,3,NA,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,3,NA,3,1,3,4,2,2,4,1,3,3,2.714285714,3,5
1887,4,1,0,2,NA,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4
1889,NA,NA,NA,2,1,NA,NA,NA,2,2,4,4,4,3,5,5,4,5,3,5,5,5,5,5,5,5,5,2,5,5,4,4,5,2,3.75,4.5,4.6,3,3
1890,NA,NA,NA,1,2,NA,NA,NA,1,2,5,5,5,5,2,2,4,5,2,5,5,3,4,5,5,3,2,3,2,4,4,4,4,1,5,4,3.466666667,6,7
1892,0,1,1,2,2,3,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
1893,NA,NA,1,1,1,NA,NA,NA,1,2,5,4,5,5,5,5,5,5,4,4,5,0,5,5,5,5,4,3,4,5,4,4,3,2,4.75,4,4.266666667,5,NA
1894,NA,NA,NA,2,2,NA,NA,NA,2,2,4,5,2,3,4,4,4,3,4,5,4,4,4,5,5,5,5,4,5,4,4,4,5,1,3.5,4.25,4.333333333,7,2
1895,NA,NA,0,2,3,NA,NA,0,1,3,4,4,4,3,5,4,4,4,5,5,5,5,5,4,5,2,5,4,5,4,4,3,3,2,3.75,3.5,4.466666667,6,6
1897,NA,NA,NA,0,2,NA,NA,NA,0,2,4,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,3,1,3.5,4.25,4.733333333,2,NA
1898,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4.75,5,4.8,2,NA
1900,NA,NA,NA,2,2,NA,NA,NA,2,2,4,3,3,3,5,5,5,4,3,5,5,5,5,5,4,5,5,2,2,4,4,3,2,1,3.25,3.25,4.333333333,6,7
1902,0,2,2,1,0,0,0,0,0,0,4,3,2,2,4,4,4,4,3,3,5,5,5,5,5,4,5,1,4,5,4,4,5,1,2.75,4.5,4.066666667,1,5
1903,NA,1,2,3,0,NA,1,2,3,0,5,4,3,3,4,3,4,3,5,4,4,3,4,2,5,4,5,2,4,2,2,3,2,2,3.75,2.25,3.733333333,3,3
1908,1,NA,1,2,NA,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1910,NA,NA,NA,3,4,NA,NA,NA,3,2,5,5,5,4,3,4,3,4,3,3,2,3,3,4,3,2,5,5,4,5,1,4,3,1,4.75,3.25,3.4,3,NA
1912,NA,NA,NA,1,0,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA
1915,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1
1916,3,NA,NA,3,3,3,NA,NA,3,4,4,4,5,4,5,5,0,5,5,4,5,5,5,5,5,5,5,0,5,3,5,4,4,NA,4.25,4,4.266666667,1,1
1917,NA,2,0,1,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1
1918,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2
1922,NA,3,NA,3,4,NA,3,NA,4,4,4,5,4,4,4,4,2,2,4,5,3,4,4,4,3,5,4,2,3,3,4,3,3,NA,4.25,3.25,3.533333333,3,NA
1923,NA,NA,0,1,2,NA,NA,0,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2.933333333,4,2
1924,NA,4,0,1,4,NA,2,0,2,2,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,4,2,4.25,4.75,4.533333333,5,NA
1929,NA,NA,NA,4,1,NA,NA,NA,4,1,5,5,4,5,5,5,4,5,4,5,5,5,4,5,5,4,5,4,4,4,5,4,5,2,4.75,4.5,4.6,4,3
1933,NA,2,2,4,3,NA,0,1,2,3,2,3,3,3,5,5,3,3,5,4,2,1,2,4,4,4,3,1,3,3,3,2,3,1,2.75,2.75,3.266666667,6,3
1934,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,5,2,4,3,3,1,3,1,2,2.5,3.066666667,3,4
1937,NA,1,0,0,0,NA,1,1,0,0,5,5,4,5,4,4,4,3,3,1,5,5,2,2,2,3,4,2,3,4,4,4,3,2,4.75,3.75,3.133333333,1,1
1941,NA,NA,0,2,4,NA,NA,0,2,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,4,4.75,4.866666667,3,5
1948,3,0,2,3,3,3,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1949,2,0,0,1,1,1,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,4,5,5,4,1,5,4.5,4.533333333,3,3
1950,NA,NA,2,2,1,NA,NA,3,NA,3,4,4,2,3,4,4,4,4,4,3,4,4,2,4,2,3,4,2,5,3,4,4,4,2,3.25,3.75,3.533333333,3,NA
1953,2,1,1,0,0,2,1,0,1,0,5,4,5,5,4,4,5,5,2,5,5,4,4,2,4,4,4,4,3,4,4,3,4,1,4.75,3.75,3.933333333,2,2
1957,NA,NA,1,2,3,NA,NA,NA,1,NA,5,3,4,5,5,5,3,3,2,5,5,5,5,5,5,0,5,2,4,4,4,4,3,2,4.25,3.75,3.933333333,3,NA
1959,NA,NA,0,0,0,NA,NA,0,0,0,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,3,3,2,4,5,5,4,4,2,5,4.5,4.133333333,2,6
1963,NA,NA,2,5,3,NA,NA,1,2,5,4,4,3,3,2,4,3,3,4,4,4,3,4,2,5,5,5,2,3,3,3,3,4,2,3.5,3.25,3.533333333,5,6
1968,NA,NA,5,6,3,NA,NA,NA,2,5,4,5,4,5,5,5,0,5,5,4,5,4,3,5,5,5,5,4,5,5,5,5,4,2,4.5,4.75,4.333333333,2,NA
1969,4,NA,4,NA,5,4,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1970,0,0,0,3,2,0,1,2,2,0,4,4,3,4,5,4,4,3,3,4,4,4,3,5,4,4,5,2,4,5,4,5,4,2,3.75,4.5,3.866666667,3,2
1971,NA,NA,2,3,2,NA,NA,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,2,5,4.25,4.733333333,2,6
1974,NA,NA,NA,2,1,NA,NA,NA,2,2,3,3,3,3,5,5,0,0,4,3,4,4,5,5,3,3,3,3,3,3,3,3,3,2,3,3,3.333333333,2,1
1977,NA,NA,2,2,0,NA,NA,1,2,0,4,4,4,3,4,4,2,2,3,5,2,2,5,5,4,5,4,4,4,3,3,2,4,1,3.75,3,3.666666667,2,3
1983,5,3,0,3,4,3,NA,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
1985,NA,2,0,3,4,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3
1986,NA,NA,0,0,1,NA,NA,0,0,2,4,3,4,4,5,5,1,3,3,3,3,5,4,5,4,4,4,2,3,4,4,3,4,1,3.75,3.75,3.6,2,5
1992,3,1,1,1,0,2,1,0,1,0,4,4,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,4,3,4,5,5,4,2,4,4.5,4.666666667,5,5
1993,NA,NA,NA,2,2,NA,NA,NA,2,2,5,5,5,5,5,5,4,4,3,4,4,2,5,5,4,4,4,2,2,4,4,3,3,1,5,3.5,3.8,4,5
1997,NA,NA,1,1,1,NA,NA,0,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,4.866666667,6,3
2002,NA,NA,NA,1,4,NA,NA,NA,1,4,3,3,3,3,3,4,0,4,4,5,5,3,5,5,5,5,4,3,4,5,4,5,5,2,3,4.75,3.933333333,1,1
2003,NA,1,1,NA,1,NA,1,0,NA,1,4,4,4,4,5,5,5,4,4,4,4,5,4,5,4,3,4,2,3,2,3,3,3,1,4,2.75,4.066666667,NA,NA
2005,NA,NA,NA,NA,2,NA,NA,NA,NA,0,4,4,3,1,5,4,5,5,5,5,5,5,3,5,4,4,5,2,4,3,4,4,4,NA,3,3.75,4.4,NA,NA
2006,NA,NA,0,2,3,NA,NA,0,1,2,4,4,4,4,4,4,3,4,4,4,5,4,2,4,4,4,4,3,4,3,4,4,5,2,4,4,3.8,3,NA
2007,NA,NA,NA,3,2,NA,NA,NA,0,2,3,3,3,1,4,4,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1,2.5,3.75,4.466666667,2,2
2008,NA,NA,1,2,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,3,NA,NA,NA,NA,3,2,3,3,2,5,5,3,3,5,4,4,5,4,5,5,5,5,4,5,3,4,3,2,1,2.5,3,4.466666667,7,3
2011,3,2,0,1,1,3,0,0,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,4,5,5,5,4,5,2,5,4.75,4.533333333,5,NA
2012,NA,NA,NA,3,3,NA,NA,NA,3,3,2,2,2,2,5,5,3,2,4,2,2,5,5,5,4,4,3,1,2,2,3,2,2,1,2,2.25,3.466666667,3,NA
2014,NA,1,0,1,3,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2
2019,1,2,4,3,1,0,3,2,3,1,5,5,5,4,4,4,1,4,5,5,5,5,4,5,5,3,4,5,5,4,3,3,3,2,4.75,3.25,4.266666667,1,2
2022,0,0,0,0,0,0,2,0,0,0,5,3,5,5,4,4,3,5,4,3,4,4,3,4,3,4,2,3,1,4,4,3,3,2,4.5,3.5,3.4,2,3
2023,3,3,3,3,2,3,2,0,2,2,4,3,3,3,5,5,4,4,4,2,4,4,5,5,5,5,5,5,5,4,4,3,4,2,3.25,3.75,4.466666667,3,3
2024,3,1,0,2,4,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA
2035,3,1,3,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
2036,3,2,1,3,1,3,1,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
2039,2,3,2,0,0,0,NA,2,0,0,2,4,2,1,3,3,1,1,3,4,2,1,4,3,3,3,5,1,3,2,2,3,2,1,2.25,2.25,2.666666667,3,2
2040,1,0,0,2,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,7
2043,2,0,0,3,4,1,1,0,NA,NA,4,4,3,4,4,4,4,3,2,4,4,3,2,4,4,4,3,4,1,4,4,4,3,1,3.75,3.75,3.333333333,2,2
2044,0,2,3,NA,3,3,2,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1
2045,1,0,3,0,0,1,NA,NA,1,NA,4,4,4,4,5,5,4,5,5,5,4,4,5,4,5,5,5,3,5,4,4,3,4,1,4,3.75,4.6,1,NA
2046,1,NA,0,1,0,1,NA,2,2,2,5,4,5,5,4,2,1,4,5,4,4,5,5,5,4,2,5,2,4,5,5,4,4,NA,4.75,4.5,3.733333333,NA,NA
2047,0,2,3,2,NA,2,3,2,NA,NA,3,3,3,2,4,4,2,2,3,1,2,2,2,2,2,4,2,1,2,2,2,3,1,1,2.75,2,2.333333333,2,3
2048,1,0,0,0,2,0,0,0,0,2,3,3,3,2,5,5,4,5,5,3,3,4,3,5,4,5,5,1,4,3,4,3,3,1,2.75,3.25,4.066666667,3,3
2051,NA,4,0,3,3,NA,4,0,3,3,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,3,3,3,2,2,4,2.75,4.866666667,3,3
2052,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA
2053,NA,0,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
2054,NA,1,1,2,3,NA,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3
2055,NA,0,2,0,1,NA,0,1,0,1,5,1,5,5,5,3,3,3,5,1,5,NA,3,5,3,5,5,1,1,3,2,3,2,2,4,2.5,3.428571429,4,6
2057,NA,0,2,1,1,NA,3,0,1,1,4,4,4,3,4,4,4,4,4,4,4,3,3,2,3,0,4,1,3,4,3,3,3,2,3.75,3.25,3.133333333,2,4
2059,NA,2,1,2,1,NA,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1
2060,NA,2,3,1,3,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
2061,NA,NA,1,1,1,NA,NA,NA,1,1,5,5,5,3,5,5,2,5,2,2,4,5,4,2,0,0,3,2,1,3,4,3,2,2,4.5,3,2.8,3,NA
2063,NA,0,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
2070,NA,1,2,5,1,NA,1,1,3,0,4,4,4,4,5,5,2,2,5,3,4,5,1,5,5,0,5,0,5,5,4,3,4,1,4,4,3.466666667,3,3
2071,NA,1,1,2,1,NA,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2
2073,NA,2,2,4,2,NA,2,NA,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,1,3,4.75,4,3,1
2078,NA,1,2,2,5,NA,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,1
2079,NA,2,1,1,1,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2081,NA,NA,4,3,4,NA,NA,3,4,5,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,5,2,3,2,3,2,2,1,2,3,2,2.733333333,1,1
2083,NA,NA,2,3,2,NA,NA,NA,6,5,1,5,3,1,3,3,1,3,3,1,3,3,2,3,3,2,3,1,3,5,2,3,2,2,2.5,3,2.466666667,2,NA
2084,NA,NA,2,3,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
2089,NA,NA,0,1,1,NA,NA,1,0,1,4,5,3,3,3,3,3,3,3,3,4,3,3,5,3,5,4,3,4,2,3,3,3,2,3.75,2.75,3.466666667,7,NA
2090,NA,NA,1,3,2,NA,NA,1,3,2,5,5,5,5,5,5,3,3,3,3,5,5,5,3,4,5,4,5,2,1,5,4,4,2,5,3.5,4,2,NA
2092,NA,NA,1,0,0,NA,NA,1,0,0,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,2,3,3,2,3.75,3,4.733333333,3,5
2095,NA,NA,1,4,3,NA,NA,1,4,3,4,3,5,4,5,5,5,5,2,5,5,5,5,5,2,5,5,2,2,5,5,4,4,1,4,4.5,4.2,2,2
2098,NA,NA,1,3,0,NA,NA,0,2,0,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,5,4,5,1,2.25,4.75,3.866666667,7,5
2100,NA,NA,0,1,0,NA,NA,0,0,4,4,4,3,2,5,5,2,3,2,5,4,5,5,5,2,4,3,2,5,4,4,3,3,1,3.25,3.5,3.8,2,NA
2103,NA,NA,2,0,0,NA,NA,2,0,0,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,1,4,4,3.866666667,3,NA
2113,NA,NA,NA,2,2,NA,NA,NA,2,3,4,3,4,3,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,3.5,4,4.8,2,NA
2114,NA,NA,NA,1,0,NA,NA,NA,1,0,4,4,4,4,5,5,2,3,4,4,5,5,5,5,5,4,5,4,4,5,5,5,5,2,4,5,4.333333333,NA,NA
2119,NA,NA,NA,2,4,NA,NA,NA,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,2,5,4.25,4.933333333,2,4
2120,NA,NA,NA,4,2,NA,NA,NA,6,0,4,4,4,3,4,4,3,3,4,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3.75,3.75,3.666666667,3,NA
2122,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,4,5,5,5,5,5,5,3,4,5,5,3,5,5,3,4,3,5,1,5,5,4,1,4.75,3.75,4.333333333,3,NA
2126,NA,NA,NA,3,2,NA,NA,NA,3,3,4,4,1,2,5,5,4,3,5,2,4,5,5,5,4,1,3,2,2,3,4,3,3,1,2.75,3.25,3.666666667,2,NA
2129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,5,5,3,3,3,4,2,4,4,4,2,5,4,2,3,2,3,2,2,NA,2.5,2.25,3.533333333,NA,2
2131,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2133,NA,NA,NA,0,2,NA,NA,NA,0,1,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,1,5,4.75,4.6,5,3
2134,NA,NA,NA,3,3,NA,NA,NA,3,2,4,3,4,3,5,5,4,3,3,5,5,3,4,3,4,4,5,4,3,4,4,3,4,1,3.5,3.75,4,3,4
2144,NA,NA,NA,NA,1,NA,NA,NA,NA,0,5,5,4,5,5,5,4,4,5,2,4,4,4,4,4,4,4,3,4,2,4,4,3,2,4.75,3.25,4,2,4
2148,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA
2153,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,2,3,4,5,5,2,3,5,3,4,5,3,5,3,2,4,2,2,2,2,2,3,1,3,2.25,3.533333333,NA,NA
2156,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
2159,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,5,4,4,5,3,5,4,5,5,5,5,5,2,5,5,5,5,4,1,NA,4.75,4.466666667,3,3
2161,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,4,4,4,5,5,4,4,3,5,4,4,5,2,4,5,4,2,3,4,4,4,4,1,4.25,4,3.933333333,2,2
2163,NA,NA,NA,NA,3,NA,NA,NA,NA,2,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,2,5,4,4,5,1,4,5,NA,4.75,3.75,4.466666667,NA,NA
2164,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,4,4,3,5,4,4,4,3,4,2,2,3,4,3,4,3,3,3,2,3,3,2,1,3.75,2.5,3.4,2,NA
2165,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,3,3,3,4,4,3,4,4,4,5,4,3,4,4,4,4,4,4,4,5,5,4,1,3.25,4.5,3.933333333,4,NA
2166,3,1,0,0,0,5,2,1,0,0,4,4,4,3,4,4,4,2,1,5,5,4,5,5,5,3,2,5,2,3,5,2,5,2,3.75,3.75,3.733333333,5,NA
2167,2,0,0,2,0,1,0,0,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,4.933333333,3,3
2170,0,NA,1,2,2,0,NA,0,3,5,3,5,4,3,3,2,2,4,4,3,5,5,4,2,3,5,5,1,3,4,4,3,3,NA,3.75,3.5,3.4,3,NA
2172,1,2,0,2,2,0,1,0,1,2,3,3,4,2,5,5,5,4,4,3,4,5,4,5,4,3,4,3,3,3,3,3,3,2,3,3,4.066666667,3,NA
2174,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
